岗位,职位,薪资,公司,城市,经验,学历,领域,规模,性质,技能要求,招聘人数,公司详情页,职位详情页,处理后的薪资,平均月薪(元),平均月薪
数据分析师,高级数据分析师,8000-12000元,湖南华联瓷业股份有限公司,株洲,经验不限,本科,贸易/进出口,1000-9999人,上市公司,数据建模,1,http://company.zhaopin.com/CZ426688710.htm,http://jobs.zhaopin.com/CC426688710J40708137716.htm,8.0-12.0k,10000.0,10.0k
数据分析师,数据分析专员,4000-8000元,黑龙江亿博投资有限公司,哈尔滨,经验不限,大专,投资/融资,20-99人,其他,"基本面分析, 理财数据分析, 期货数据分析, 技术面分析",3,http://company.zhaopin.com/CZL1336285190.htm,http://jobs.zhaopin.com/CCL1336285190J40657059013.htm,4.0-8.0k,6000.0,6.0k
数据分析师,数据分析师,5000-10000元,深圳日彤大数据有限公司,海口,经验不限,大专,互联网,20-99人,民营,"银行数据分析, 证券数据分析",3,http://company.zhaopin.com/CZL1225736220.htm,http://jobs.zhaopin.com/CCL1225736220J40810527908.htm,5.0-10.0k,7500.0,7.5k
数据分析师,数据分析,1.2-1.8万,山东华科信息技术有限公司,杭州,3-5年,本科,IT服务,300-499人,民营,"Python, 机器学习, 预测分析, 关联分析, 深度学习, Hadoop, MySQL, SQL Server, 云计算, 阿里云, 电力",1,http://company.zhaopin.com/CZ293762780.htm,http://jobs.zhaopin.com/CC293762780J40728326802.htm,12.0-18.0k,15000.0,15.0k
数据分析师,信贷业务数据分析岗,6000-10000元·14薪,长安新生,青岛,经验不限,本科,信托,1000-9999人,股份制企业,"银行数据分析, 信托数据分析, 融资租赁数据分析, 用户运营, 成本核算",1,http://company.zhaopin.com/CZ279002330.htm,http://jobs.zhaopin.com/CC279002330J40526919110.htm,6.0-10.0k,8000.0,8.0k
数据分析师,数据分析助理,7000-10000元·13薪,贵州泓沥互联网数据服务有限公司,贵阳,无经验,大专,云计算/大数据,100-299人,其它,"数据治理, 数据仓库, 数据挖掘",7,http://company.zhaopin.com/CZL1251934430.htm,http://jobs.zhaopin.com/CCL1251934430J40729067514.htm,7.0-10.0k,8500.0,8.5k
数据分析师,运营分析-东风乘用车销售公司,1-2万,东风汽车,武汉,1-3年,本科,汽车研发/制造,10000人以上,国企,"数据治理, 数据挖掘, 数据建模",1,http://company.zhaopin.com/CZ679989880.htm,http://jobs.zhaopin.com/CC679989880J40499248005.htm,10.0-20.0k,15000.0,15.0k
数据分析师,数据分析实习生,100-110元/天,福建海峡企业管理服务有限公司,福州,无经验,本科,专业技术服务,10000人以上,国企,"Python, 数据分析",2,http://company.zhaopin.com/CZ227099230.htm,http://jobs.zhaopin.com/CC227099230J40639508711.htm,3.1k,3100.0,3.1k
数据分析师,医学分析师,3000-5000元,海南鹰海医疗信息技术有限公司,阜新,1-3年,大专,计算机软件,100-299人,民营,"临床数据分析, 医保政策",1,http://company.zhaopin.com/CZ281589210.htm,http://jobs.zhaopin.com/CC281589210J40761317605.htm,3.0-5.0k,4000.0,4.0k
数据分析师,数据分析实习生,3000-6000元,四川酷喵喵科技有限公司,成都,经验不限,大专,计算机软件,20人以下,其他,"数据治理, R语言, Sql, Python",1,http://company.zhaopin.com/CZL1503000850.htm,http://jobs.zhaopin.com/CCL1503000850J40809158208.htm,3.0-6.0k,4500.0,4.5k
数据分析师,数据分析助理（应届生）,5000-8000元·13薪,九九歌(天津)信息技术有限公司,天津,1年以下,本科,电子商务,20-99人,民营,"Python, Sql, 数据建模",1,http://company.zhaopin.com/CZL1485072040.htm,http://jobs.zhaopin.com/CCL1485072040J40714122116.htm,5.0-8.0k,6500.0,6.5k
数据分析师,数理化生+历史/地理+英语数据分析--总有一个适合你,7000-11000元,首聘(北京)科技有限公司,西安,经验不限,本科,企业服务,1000-9999人,民营,"数据挖掘, Python",79,http://company.zhaopin.com/CZL1272782040.htm,http://jobs.zhaopin.com/CCL1272782040J40707681614.htm,7.0-11.0k,9000.0,9.0k
数据分析师,数据分析师,8000-13000元·15薪,京东集团,南京,3-5年,本科,互联网,10000人以上,合资,"数学/统计学专业, SQL, R",1,http://company.zhaopin.com/CZ192921310.htm,http://jobs.zhaopin.com/CC192921310J40739021109.htm,8.0-13.0k,10500.0,10.5k
数据分析师,数据分析工程师,5000-9000元,四川酷喵喵科技有限公司,成都,经验不限,大专,计算机软件,20人以下,其他,"Python, Sql, BI工具",1,http://company.zhaopin.com/CZL1503000850.htm,http://jobs.zhaopin.com/CCL1503000850J40809154608.htm,5.0-9.0k,7000.0,7.0k
数据分析师,数据分析岗（国企正式编）,8000-12000元·14薪,新华人寿保险股份有限公司浙江分公司,杭州,经验不限,本科,保险,1000-9999人,国企,"金融, 数学/统计学专业",5,http://company.zhaopin.com/CZ148860520.htm,http://jobs.zhaopin.com/CC148860527J00407300005.htm,8.0-12.0k,10000.0,10.0k
数据分析师,销售数据分析师,1.5-3万,奥康国际,温州,5-10年,本科,服装/纺织/皮革,10000人以上,上市公司,数据分析,1,http://company.zhaopin.com/CZ147344940.htm,http://jobs.zhaopin.com/CC147344940J40617415516.htm,15.0-30.0k,22500.0,22.5k
数据分析师,数据分析与策略支持岗-L2131S,1-1.3万,华润医药商业,北京,经验不限,本科,医药批发/零售,10000人以上,国企,数据分析与策略支持,1,http://company.zhaopin.com/CZ120133290.htm,http://jobs.zhaopin.com/CC120133290J40761850805.htm,10.0-13.0k,11500.0,11.5k
数据分析师,数据分析主管,8000-15000元,佛山电器照明股份有限公司,佛山,经验不限,本科,电子/半导体/集成电路,10000人以上,上市公司,"数据挖掘, 报表开发",1,http://company.zhaopin.com/CZ000351870.htm,http://jobs.zhaopin.com/CC000351870J40801685415.htm,8.0-15.0k,11500.0,11.5k
数据分析师,数据分析员,5000-10000元,立信(重庆)数据科技股份有限公司,重庆,3-5年,本科,咨询服务,100-299人,民营,"数据统计分析, 市场研究",1,http://company.zhaopin.com/CZ628093580.htm,http://jobs.zhaopin.com/CC628093580J40336496513.htm,5.0-10.0k,7500.0,7.5k
数据分析师,数据分析,9000-15000元,白象食品,郑州,3-5年,本科,快速消费品,1000-9999人,民营,"Python, BI工具, 报表开发, 数据挖掘",1,http://company.zhaopin.com/CZ534207120.htm,http://jobs.zhaopin.com/CC534207120J40815865915.htm,9.0-15.0k,12000.0,12.0k
数据分析师,数据分析专员,4000-6000元,云南零食淘气包商业管理有限公司,昆明,1-3年,大专,食品/饮料,20-99人,民营,"SQL, SPSS, Python, 分析销售数据, 评估促销活动效果, 提供运营数据支持",1,http://company.zhaopin.com/CZL1463879120.htm,http://jobs.zhaopin.com/CCL1463879120J40752505507.htm,4.0-6.0k,5000.0,5.0k
数据分析师,数据分析助理,8000-10000元,陕西锐嘉电子科技有限公司,西安,经验不限,大专,计算机硬件,20-99人,民营,"机器学习, Python, 数据挖掘",1,http://company.zhaopin.com/CZ187978020.htm,http://jobs.zhaopin.com/CC187978020J40632399810.htm,8.0-10.0k,9000.0,9.0k
IOS开发工程师,ios开发工程师,6000-9000元·13薪,河南端琪实业发展有限公司,商丘,经验不限,学历不限,电子设备制造,100-299人,民营,"前端开发, SDK开发, Hybrid开发, 音视频开发, Runtime, TCP/IP",10,http://company.zhaopin.com/CZL1478071580.htm,http://jobs.zhaopin.com/CCL1478071580J40700334307.htm,6.0-9.0k,7500.0,7.5k
IOS开发工程师,对日软件开发工程师（日本）,2.5-5万,济南淘扑云信息技术有限公司,济南,经验不限,大专,计算机软件,20-99人,其它,"Java, iOS, Android, 后端开发, Oracle, SQL Server, SpringCloud, SpringBoot",20,http://company.zhaopin.com/CZ515910530.htm,http://jobs.zhaopin.com/CC515910530J40535156106.htm,25.0-50.0k,37500.0,37.5k
IOS开发工程师,iOS 开发工程师,8000-13000元,福州悦星添科技有限公司,福州,5-10年,大专,计算机软件,20-99人,其他,"前端开发, 应用开发, SDK开发, Objective-C, Swift, React Native, Flutter, 物联网, 即时通讯",2,http://company.zhaopin.com/CZL1491500260.htm,http://jobs.zhaopin.com/CCL1491500260J40779643612.htm,8.0-13.0k,10500.0,10.5k
IOS开发工程师,软件工程师,2-3万,日本第一数据株式会社,日本,3-5年,本科,IT服务,100-299人,外商独资,"Android开发, iOS开发",10,http://company.zhaopin.com/CZ145516860.htm,http://jobs.zhaopin.com/CC145516865J90250045000.htm,20.0-30.0k,25000.0,25.0k
IOS开发工程师,IOS客户端开发,1-2万,北京百灵心语国际健康管理有限公司,北京,经验不限,学历不限,培训/辅导服务,20人以下,民营,"前端开发, 逆向开发, 应用开发, 数据结构, Swift, 人工智能",1,http://company.zhaopin.com/CZL1455662440.htm,http://jobs.zhaopin.com/CCL1455662440J40711674114.htm,10.0-20.0k,15000.0,15.0k
IOS开发工程师,ios开发助理+不加班+福利好,5000-7000元,深圳市贝格蓝斯科技有限公司,深圳,经验不限,大专,互联网,20-99人,民营,"前端开发, SDK开发, HarmonyOS开发, 应用开发",1,http://company.zhaopin.com/CZ328419930.htm,http://jobs.zhaopin.com/CC328419930J40532552303.htm,5.0-7.0k,6000.0,6.0k
IOS开发工程师,Android/IOS开发工程师（se）,1.3-2.2万·15薪,上海文华财经资讯股份有限公司,苏州,经验不限,本科,计算机软件,300-499人,股份制企业,"Android Studio, Java, C++, 鸿蒙项目",5,http://company.zhaopin.com/CZ354498210.htm,http://jobs.zhaopin.com/CC354498210J40724638602.htm,13.0-22.0k,17500.0,17.5k
IOS开发工程师,对日IOS开发,1.1-2.1万,杭州优灿科技有限公司,大连,经验不限,学历不限,计算机软件,500-999人,合资,"iOS, Objective-C, Swift, Flutter, 日语",1,http://company.zhaopin.com/CZ272317030.htm,http://jobs.zhaopin.com/CC272317030J40411356213.htm,11.0-21.0k,16000.0,16.0k
IOS开发工程师,flutter移动端开发工程师,1-1.5万,深圳市艾谷亿智能科技有限公司,深圳,经验不限,大专,电子/半导体/集成电路,20人以下,民营,"Android开发, iOS开发, 跨平台开发, Flutter, React Native",1,http://company.zhaopin.com/CZ871802830.htm,http://jobs.zhaopin.com/CC871802830J40738221410.htm,10.0-15.0k,12500.0,12.5k
IOS开发工程师,研发工程师 andriod / IOS -无锡,1-1.3万,北京活悦管理咨询有限公司,无锡,3-5年,本科,企业服务,20-99人,民营,"Android开发, iOS开发, 小程序开发, Flutter",1,http://company.zhaopin.com/CZL1474355800.htm,http://jobs.zhaopin.com/CCL1474355800J40797561803.htm,10.0-13.0k,11500.0,11.5k
IOS开发工程师,ios马甲包开发,8000-10000元·13薪,江苏猎宝网络科技股份有限公司,南京,经验不限,大专,游戏,100-299人,民营,"Swift, Objective-C",1,http://company.zhaopin.com/CZ272311010.htm,http://jobs.zhaopin.com/CC272311010J40750152907.htm,8.0-10.0k,9000.0,9.0k
IOS开发工程师,安卓开发工程师/移动开发工程师,5000-10000元,深圳市艾谷亿智能科技有限公司,深圳,经验不限,大专,电子/半导体/集成电路,20人以下,民营,"跨平台开发, Android开发, iOS开发, HTML5, React Native, Flutter",1,http://company.zhaopin.com/CZ871802830.htm,http://jobs.zhaopin.com/CC871802830J40735814710.htm,5.0-10.0k,7500.0,7.5k
IOS开发工程师,杭州-系统开发岗（2026届实习） (MJ005871),150-200元/天,太平洋产险,杭州,经验不限,本科,证券/期货,10000人以上,股份制企业,"架构设计, Android开发, iOS开发, 软件设计, 算法",2,http://company.zhaopin.com/CZ197917010.htm,http://jobs.zhaopin.com/CC197917010J40782084913.htm,5.2k,5200.0,5.2k
IOS开发工程师,(D)IOS开发工程师,1-2万,杭州优灿科技有限公司,大连,经验不限,学历不限,计算机软件,500-999人,合资,"Objective-C, iOS",10,http://company.zhaopin.com/CZ272317030.htm,http://jobs.zhaopin.com/CC272317033J00226189408.htm,10.0-20.0k,15000.0,15.0k
IOS开发工程师,鸿蒙开发工程师（全国出差，接受安卓/IOS转鸿蒙）,1.4-2.5万,软通动力信息技术(集团)股份有限公司,北京,3-5年,大专,互联网,10000人以上,民营,ArkTS,50,https://company.zhaopin.com/CZ000544460.htm,http://jobs.zhaopin.com/CC000544460J40684552816.htm,14.0-25.0k,19500.0,19.5k
IOS开发工程师,iOS开发工程师,1.4-2.5万·14薪,凯捷中国,天津,5-10年,本科,IT服务,10000人以上,外商独资,COMBINE,2,http://company.zhaopin.com/CC000274573.htm,http://jobs.zhaopin.com/CC000274570J40300804902.htm,14.0-25.0k,19500.0,19.5k
IOS开发工程师,C/C++/JAVA/GO/JS/Python/IOS/安卓（北京，远程线上面试）,1.6-3万·14薪,北海智强人力资源管理有限公司,北京,经验不限,本科,人力资源服务,20人以下,民营,"JavaScript, C++, CSS, Spring, MySQL, Oracle",20,http://company.zhaopin.com/CZL1467338820.htm,http://jobs.zhaopin.com/CCL1467338820J40578485410.htm,16.0-30.0k,23000.0,23.0k
IOS开发工程师,移动端开发工程师,1.3-1.5万,南京燚麒智能科技有限公司,南京,经验不限,本科,互联网,20-99人,民营,"Android开发, iOS开发, 音视频开发, 性能优化, 架构设计, Java, 即时通讯, 视频直播",2,http://company.zhaopin.com/CZ620467080.htm,http://jobs.zhaopin.com/CC620467080J40797903503.htm,13.0-15.0k,14000.0,14.0k
IOS开发工程师,ios客户端开发工程师,1.7-2.1万,外企德科,杭州,3-5年,本科,人力资源服务,1000-9999人,合资,"Cocoa, Objective-C",1,http://company.zhaopin.com/CZ138117190.htm,http://jobs.zhaopin.com/CC138117190J40782302305.htm,17.0-21.0k,19000.0,19.0k
IOS开发工程师,ios开发工程师,9000-11000元,郑州百思特软件科技有限公司,郑州,3-5年,本科,计算机软件,100-299人,民营,"Objective-C, 应用开发, c端",2,http://company.zhaopin.com/CZ811138360.htm,http://jobs.zhaopin.com/CC811138360J40749993602.htm,9.0-11.0k,10000.0,10.0k
IOS开发工程师,ios工程师,1.8-2.1万,外企德科,杭州,1-3年,本科,人力资源服务,1000-9999人,合资,"前端开发, Runtime, AFNetWorking, Cocoa",1,http://company.zhaopin.com/CZ138117190.htm,http://jobs.zhaopin.com/CC138117190J40782302205.htm,18.0-21.0k,19500.0,19.5k
IOS开发工程师,安卓or iOS,1-1.5万,软通动力信息技术(集团)股份有限公司,西安,3-5年,本科,互联网,10000人以上,民营,"应用开发, 系统开发, SwiftUI, RxSwift, Swift, Flutter, 金融, 银行, Kotlin",10,https://company.zhaopin.com/CZ000544460.htm,http://jobs.zhaopin.com/CC000544460J40719605516.htm,10.0-15.0k,12500.0,12.5k
IOS开发工程师,中高级IOS开发,2-2.2万,瞬联软件科技(北京)有限公司,上海,1-3年,本科,计算机软件,1000-9999人,外商独资,"Swift, ALLML, CL/CD, HCL",1,http://www1.zhaopin.com/Publish/Company/CIeNET/20071122/,http://jobs.zhaopin.com/CC000276520J40918467204.htm,20.0-22.0k,21000.0,21.0k
IOS开发工程师,iOS开发,5000-10000元,武汉盈迈通科技有限公司,全国,10年以上,大专,互联网,20-99人,其他,"视频直播, 即时通讯, 应用开发, 数据结构, MVC, Cocoa, Objective-C",1,http://company.zhaopin.com/CZL1398873850.htm,http://jobs.zhaopin.com/CCL1398873850J40713572809.htm,5.0-10.0k,7500.0,7.5k
IOS开发工程师,ios开发工程师（中级）,1.3-2万,软通动力信息技术(集团)股份有限公司,广州,5-10年,本科,互联网,10000人以上,民营,"Objective-C, C++, Cocoa, UIKit, Alamofire",1,https://company.zhaopin.com/CZ000544460.htm,http://jobs.zhaopin.com/CC000544460J40719914916.htm,13.0-20.0k,16500.0,16.5k
IOS开发工程师,中高级IOS开发,1.5-2.5万·13薪,瞬联软件科技(北京)有限公司,上海,3-5年,本科,计算机软件,1000-9999人,外商独资,iOS,1,http://www1.zhaopin.com/Publish/Company/CIeNET/20071122/,http://jobs.zhaopin.com/CC000276520J40918622904.htm,15.0-25.0k,20000.0,20.0k
IOS开发工程师,网络通讯工程师,500元/天,北京德古商贸有限公司,北京,经验不限,学历不限,电子商务,20人以下,其他,即时通讯,1,http://company.zhaopin.com/CZ633887130.htm,http://jobs.zhaopin.com/CC633887130J40849488515.htm,15.0k,15000.0,15.0k
IOS开发工程师,Flutter开发工程师,1.1-2万,深圳市拓力电子科技有限公司,深圳,3-5年,大专,贸易/进出口,20-99人,民营,"跨平台开发, 架构设计, Android开发, iOS开发",2,http://company.zhaopin.com/CC308605880.htm,http://jobs.zhaopin.com/CC308605880J40785344613.htm,11.0-20.0k,15500.0,15.5k
IOS开发工程师,软件开发工程师（iOS、C#、Android、Java、PHP）,5000-8000元,鲁南制药集团,临沂,经验不限,本科,医药制造,10000人以上,股份制企业,"前端开发, C++",5,http://company.zhaopin.com/CZ120146420.htm,http://jobs.zhaopin.com/CC120146420J40716679202.htm,5.0-8.0k,6500.0,6.5k
IOS开发工程师,智驾（iOS，测试，运维，Python开发，C++，Java）base深圳 上海 南京均有岗位,1.8-3万,外企德科数字技术有限公司,上海,经验不限,本科,专业技术服务,10000人以上,合资,"前端开发, 后端开发, Python, Java, C++",1,http://company.zhaopin.com/CZL1480117890.htm,http://jobs.zhaopin.com/CCL1480117890J40782526805.htm,18.0-30.0k,24000.0,24.0k
IOS开发工程师,Flutter 开发工程师,1-1.5万,福州悦星添科技有限公司,福州,5-10年,大专,计算机软件,20-99人,其他,"跨平台开发, Android开发, iOS开发, 音视频开发, 流媒体, MVVM, TCP/IP, Flutter, 即时通讯",2,http://company.zhaopin.com/CZL1491500260.htm,http://jobs.zhaopin.com/CCL1491500260J40681042312.htm,10.0-15.0k,12500.0,12.5k
IOS开发工程师,软件开发工程师,5000-8000元,鲁南制药集团,青岛,经验不限,本科,医药制造,10000人以上,股份制企业,"前端开发, 系统开发, 应用开发",1,http://company.zhaopin.com/CZ120146420.htm,http://jobs.zhaopin.com/CC120146420J40733008902.htm,5.0-8.0k,6500.0,6.5k
IOS开发工程师,ios移动开发工程师,5000-10000元,成都一见如故信息技术服务有限公司,成都,经验不限,学历不限,互联网,20-99人,其他,"Flutter, Objective-C, Swift, iOS开发",20,http://company.zhaopin.com/CZL1500109100.htm,http://jobs.zhaopin.com/CCL1500109100J40756130613.htm,5.0-10.0k,7500.0,7.5k
IOS开发工程师,对日IOS中级工程师,1.7-2.3万,杭州优灿科技有限公司,大连,经验不限,学历不限,计算机软件,500-999人,合资,"Objective-C, Swift, Flutter, 日语",10,http://company.zhaopin.com/CZ272317030.htm,http://jobs.zhaopin.com/CC272317030J40768794413.htm,17.0-23.0k,20000.0,20.0k
IOS开发工程师,KOL拓展专员-IOS,4000-5000元,五五海淘(上海)科技股份有限公司,重庆,经验不限,本科,互联网,100-299人,上市公司,"KOL, 海外社媒平台, 英语",1,http://company.zhaopin.com/CZ402903430.htm,http://jobs.zhaopin.com/CC402903430J40702007207.htm,4.0-5.0k,4500.0,4.5k
IOS开发工程师,移动应用软件开发工程师,5000-8000元,甘肃紫光智能交通与控制技术有限公司,兰州,经验不限,本科,IT服务,100-299人,股份制企业,Java,1,http://company.zhaopin.com/CZ340348010.htm,http://jobs.zhaopin.com/CC340348010J40736799212.htm,5.0-8.0k,6500.0,6.5k
IOS开发工程师,对日软件开发工程师（日本）,2.5-5万,济南淘扑云信息技术有限公司,大连,经验不限,大专,计算机软件,20-99人,其它,"Java, iOS, Android, Oracle, SQL Server, DB2, SpringBoot, SpringCloud",20,http://company.zhaopin.com/CZ515910530.htm,http://jobs.zhaopin.com/CC515910530J40535155106.htm,25.0-50.0k,37500.0,37.5k
IOS开发工程师,C/C++/JAVA/GO/JS/Python/IOS/安卓,1.5-3万·14薪,北海智强人力资源管理有限公司,西安,经验不限,本科,人力资源服务,20人以下,民营,"JavaScript, C++, Python, Spring, MySQL, Oracle",20,http://company.zhaopin.com/CZL1467338820.htm,http://jobs.zhaopin.com/CCL1467338820J40582712110.htm,15.0-30.0k,22500.0,22.5k
IOS开发工程师,ios工程师,1.1-1.5万,软通动力信息技术(集团)股份有限公司,上海,1-3年,本科,互联网,10000人以上,民营,前端开发,1,https://company.zhaopin.com/CZ000544460.htm,http://jobs.zhaopin.com/CC000544460J40720231116.htm,11.0-15.0k,13000.0,13.0k
IOS开发工程师,ios,2.3-2.7万,纬创软件,深圳,5-10年,大专,计算机软件,1000-9999人,港澳台公司,Cocoa,1,http://company.zhaopin.com/CZ120817710.htm,http://jobs.zhaopin.com/CC120817710J40742601501.htm,23.0-27.0k,25000.0,25.0k
IOS开发工程师,C/C++/JAVA/GO/JS/Python/IOS/安卓,1.5-3万·14薪,北海智强人力资源管理有限公司,杭州,经验不限,本科,人力资源服务,20人以下,民营,"C++, Python, JavaScript, web前端, Spring, MySQL, Oracle",10,http://company.zhaopin.com/CZL1467338820.htm,http://jobs.zhaopin.com/CCL1467338820J40578282810.htm,15.0-30.0k,22500.0,22.5k
IOS开发工程师,Android/IOS开发工程师（se）,1.1-2.2万·15薪,上海文华财经资讯股份有限公司,大连,经验不限,本科,计算机软件,300-499人,股份制企业,"Android Studio, Java, C++, 鸿蒙项目",5,http://company.zhaopin.com/CZ354498210.htm,http://jobs.zhaopin.com/CC354498210J40724638702.htm,11.0-22.0k,16500.0,16.5k
IOS开发工程师,ios工程师+双休待遇优,1.4-1.7万,京北方,广州,5-10年,本科,IT服务,10000人以上,民营,"Flutter, Objective-C, Swift",1,http://company.zhaopin.com/CZ315847110.htm,http://jobs.zhaopin.com/CC315847110J40693458107.htm,14.0-17.0k,15500.0,15.5k
IOS开发工程师,杭州-系统开发岗 (MJ004138),9000-18000元,太平洋产险,杭州,经验不限,本科,证券/期货,10000人以上,股份制企业,"Android开发, iOS开发, 架构设计",3,http://company.zhaopin.com/CZ197917010.htm,http://jobs.zhaopin.com/CC197917010J40737301213.htm,9.0-18.0k,13500.0,13.5k
IOS开发工程师,ios工程师,8000-10000元,融商集团有限公司,天津,10年以上,本科,贸易/进出口,100-299人,民营,"前端开发, 游戏开发, 多线程, 音视频编解码, 流媒体, 应用开发",1,http://company.zhaopin.com/CC686839726.htm,http://jobs.zhaopin.com/CC686839720J40700062107.htm,8.0-10.0k,9000.0,9.0k
IOS开发工程师,APP开发,6000-8000元·13薪,河南塔韵文化传媒有限公司,南阳,经验不限,学历不限,广播/影视,100-299人,民营,"架构设计, 跨平台开发, Android开发, TCP/IP, 消息队列, 多线程, Java, HTML",10,http://company.zhaopin.com/CZL1493543330.htm,http://jobs.zhaopin.com/CCL1493543330J40737851807.htm,6.0-8.0k,7000.0,7.0k
IOS开发工程师,C/C++/JAVA/GO/JS/Python/IOS/安卓,1.5-3万·14薪,北海智强人力资源管理有限公司,成都,经验不限,本科,人力资源服务,20人以下,民营,"C++, JavaScript, Python, Spring, MySQL, Oracle",10,http://company.zhaopin.com/CZL1467338820.htm,http://jobs.zhaopin.com/CCL1467338820J40578282710.htm,15.0-30.0k,22500.0,22.5k
IOS开发工程师,APP开发专员,4000-7000元,新乡市燊茂贸易有限公司,新乡,1-3年,大专,贸易/进出口,20-99人,民营,"Flutter, iOS开发, 蓝牙",1,http://company.zhaopin.com/CC275249632.htm,http://jobs.zhaopin.com/CC275249630J40702330701.htm,4.0-7.0k,5500.0,5.5k
IOS开发工程师,flutter开发工程师,8000-9000元,杭州优灿科技有限公司,杭州,经验不限,学历不限,计算机软件,500-999人,合资,"Java, Android开发, iOS开发",1,http://company.zhaopin.com/CZ272317030.htm,http://jobs.zhaopin.com/CC272317030J40768934513.htm,8.0-9.0k,8500.0,8.5k
IOS开发工程师,C/C++/JAVA/GO/JS/Python/IOS/安卓（远程线上面试）,1.5-3万·14薪,北海智强人力资源管理有限公司,武汉,经验不限,本科,人力资源服务,20人以下,民营,"C++, Python, JavaScript, web前端, Spring, MySQL, Oracle",20,http://company.zhaopin.com/CZL1467338820.htm,http://jobs.zhaopin.com/CCL1467338820J40578371010.htm,15.0-30.0k,22500.0,22.5k
IOS开发工程师,ios工程师,9000-11000元,云南狼途传媒有限公司,昆明,3-5年,大专,新媒体,20-99人,股份制企业,Objective-C,1,http://company.zhaopin.com/CZL1390631220.htm,http://jobs.zhaopin.com/CCL1390631220J40751742207.htm,9.0-11.0k,10000.0,10.0k
IOS开发工程师,ios工程师（15K-25K/朝九晚六/大型app）,1.5-2.5万,广东钰顺数字科技有限公司,广州,3-5年,本科,人力资源服务,100-299人,民营,"性能调优, React Native, IOS系统生态, Swift, OC",1,http://company.zhaopin.com/CZL1419120480.htm,http://jobs.zhaopin.com/CCL1419120480J40720127416.htm,15.0-25.0k,20000.0,20.0k
IOS开发工程师,ios工程师,1-1.6万,软通动力信息技术(集团)股份有限公司,上海,1-3年,本科,互联网,10000人以上,民营,iOS,1,https://company.zhaopin.com/CZ000544460.htm,http://jobs.zhaopin.com/CC000544460J40714791016.htm,10.0-16.0k,13000.0,13.0k
IOS开发工程师,iOS,1.3-1.8万·14薪,滨江兄弟信息技术(杭州)有限公司,杭州,3-5年,本科,计算机软件,300-499人,外商独资,"HarmonyOS开发, 应用开发, SwiftUI, Flutter, Swift, 物联网, 蓝牙",1,http://company.zhaopin.com/%E6%BB%A8%E6%B1%9F%E5%85%84%E5%BC%9F%E4%BF%A1%E6%81%AF%E6%8A%80%E6%9C%AF%28%E6%9D%AD%E5%B7%9E%29%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC335923916.htm,http://jobs.zhaopin.com/CC335923910J40791438003.htm,13.0-18.0k,15500.0,15.5k
IOS开发工程师,ios工程师,1.4-2万,天津阳光睿博企业管理咨询有限公司,天津,3-5年,本科,咨询服务,20人以下,合资,"前端开发, Swift",1,http://company.zhaopin.com/CC654802722.htm,http://jobs.zhaopin.com/CC654802720J40742862102.htm,14.0-20.0k,17000.0,17.0k
IOS开发工程师,鸿蒙开发接受Android/IOS转,1.5-2.3万,软通动力信息技术(集团)股份有限公司,福州,经验不限,大专,互联网,10000人以上,民营,"鸿蒙项目, 直播视频项目, 银行项目, 多线程, Flutter, React Native",10,https://company.zhaopin.com/CZ000544460.htm,http://jobs.zhaopin.com/CC000544460J40685710716.htm,15.0-23.0k,19000.0,19.0k
IOS开发工程师,iOS 开发工程师,2.5-4.5万·16薪,北京达佳互联信息技术有限公司,北京,经验不限,本科,互联网,10000人以上,上市公司,"前端开发, SDK开发, 流媒体, 数据结构, 音视频编解码, TCP/IP, Cocoa, AFNetWorking, React Native",10,http://company.zhaopin.com/CZ264657880.htm,http://jobs.zhaopin.com/CC264657880J40683637501.htm,25.0-45.0k,35000.0,35.0k
IOS开发工程师,赴日 ios开发工程师,1.5-1.6万,株式会社GSD,日本,经验不限,大专,计算机软件,100-299人,外商独资,"前端开发, Objective-C",1,http://company.zhaopin.com/CZ293515380.htm,http://jobs.zhaopin.com/CC293515380J40387108811.htm,15.0-16.0k,15500.0,15.5k
IOS开发工程师,安卓开发工程师,4000-7000元,大连高新园区宏冉计算机软件开发有限公司,大连,经验不限,大专,计算机软件,20-99人,其他,"Android Studio, 多线程, 车载项目, 电商项目, 游戏项目, Flutter, Java, Kotlin, C",3,http://company.zhaopin.com/CZL1479641750.htm,http://jobs.zhaopin.com/CCL1479641750J40539731809.htm,4.0-7.0k,5500.0,5.5k
IOS开发工程师,ios前端开发工程师,5000-10000元,厦门搜拉科技有限公司,厦门,3-5年,本科,智能硬件,20人以下,民营,"前端开发, 应用开发",1,http://company.zhaopin.com/CZL1313169460.htm,http://jobs.zhaopin.com/CCL1313169460J40738600501.htm,5.0-10.0k,7500.0,7.5k
IOS开发工程师,初级iOS开发工程师,8000-10000元,广州嘉仁宫信息科技有限公司,西安,1-3年,大专,互联网,20-99人,民营,"英语读写熟练, Swift",1,http://company.zhaopin.com/CZL1305767160.htm,http://jobs.zhaopin.com/CCL1305767160J40755640507.htm,8.0-10.0k,9000.0,9.0k
